"lon","lat","infestation_percentage"
108.9956585,34.9596855,1
108.8794646,34.8524983,1
114.0010216,36.53999532,1
114.5746337,36.72894118,1
108.8793512,34.85242444,1
107.8848332,34.44863902,1
107.8858063,34.43640702,1
107.8858063,34.43640702,1
107.8858063,34.43640702,1
107.8858063,34.43640702,1
107.8864133,34.41195745,1
107.8931021,34.45815762,1
107.8931021,34.45815762,1
107.8954636,34.46898239,1
107.8966388,34.47152681,1
107.8966388,34.47152681,1
107.8966524,34.4594722,1
107.8977199,34.47324138,1
107.9006334,34.49760404,1
107.9006334,34.49760404,1
107.9130634,34.48851156,1
107.9130634,34.48851156,1
107.9130634,34.48851156,1
107.9134153,34.44678996,1
107.9180207,34.45093955,1
107.9180207,34.45093955,1
107.9180207,34.45093955,1
108.070885,34.25926098,1
108.2007516,34.36396236,1
108.2007516,34.36396236,1
108.2009282,34.34503418,1
108.2079756,34.37427958,1
108.2238237,34.38517921,1
108.2238237,34.38517921,1
108.2866216,34.41171866,1
108.4230832,34.43669172,1
108.4230832,34.43669172,1
108.4230832,34.43669172,1
108.4233169,34.4370089,1
108.4233169,34.4370089,1
108.4233302,34.43725628,1
108.4233302,34.43725628,1
108.4233302,34.43725628,1
108.4233484,34.43715901,1
108.4233484,34.43715901,1
108.4233484,34.43715901,1
108.4233484,34.43715901,1
108.424546,34.44007597,1
108.424546,34.44007597,1
108.4279815,34.43347951,1
108.4287103,34.43357595,1
108.8584655,35.09529882,1
108.8584655,35.09529882,1
108.8584655,35.09529882,1
108.8584655,35.09529882,1
108.8662463,35.01670299,1
108.8717881,35.10024662,1
108.8717881,35.10024662,1
108.8717881,35.10024662,1
108.8786213,34.85750993,1
108.8786213,34.85750993,1
108.8786256,34.85746735,1
108.8786256,34.85746735,1
108.8789595,34.8563895,1
108.881446,35.04335863,1
108.8816565,35.04320613,1
108.8842575,34.83528932,1
108.8842575,34.83528932,1
108.8842916,34.83498581,1
108.8843888,34.8355091,1
108.8868098,34.84044172,1
108.8884728,34.94742084,1
108.8889915,34.83530855,1
108.8889915,34.83530855,1
108.9031479,34.92986832,1
108.907272,34.85173948,1
108.9076276,34.84954849,1
108.9076276,34.84954849,1
108.9076276,34.84954849,1
108.9127203,34.84041344,1
108.9142447,35.10148267,1
108.9142447,35.10148267,1
108.9142447,35.10148267,1
108.9204755,34.80493181,1
108.9595257,34.37913718,1
108.9677883,35.08505833,1
108.967858,35.08511782,1
108.967858,35.08511782,1
108.9680039,34.7663706,1
108.9849679,34.72229257,1
108.9880439,34.72274295,1
108.9900974,34.7326424,1
108.9924538,35.09429634,1
108.9927686,35.09898081,1
108.9927686,35.09898081,1
108.9928962,34.7409188,1
108.994304,34.757364,1
108.9966212,34.74215876,1
108.997933,34.73265403,1
108.9988762,34.7426202,1
109.0005532,34.74304277,1
109.0021753,34.74338794,1
110.503782,35.304622,1
110.507796,35.233174,1
110.520772,35.302126,1
110.5229989,35.3029455,1
110.5239462,35.30380025,1
110.532115,35.28353333,1
110.533649,35.278051,1
110.533649,35.278051,1
110.533649,35.278051,1
110.533649,35.278051,1
