"rID","infestation_percentage","pre","tmn","tmx","tmp","hfp"
99,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
100,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
101,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
102,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
103,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
104,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
105,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
106,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
107,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
108,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
109,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
110,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
111,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
112,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
113,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
114,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
115,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
116,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
117,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
118,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
119,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
120,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
121,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
122,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
123,0,505.537567138672,43.8906097412109,147.455780029297,95.6510467529297,16.1492214202881
124,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
125,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
126,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
127,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
128,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
129,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
130,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
131,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
132,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
133,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
134,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
135,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
136,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
137,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
138,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
139,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
140,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
141,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
142,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
143,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
144,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
145,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
146,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
147,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
148,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
149,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
150,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
151,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
152,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
153,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
154,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
155,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
156,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
157,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
158,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
159,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
160,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
161,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
162,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
163,0,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
164,0,530.779479980469,86.0155258178711,199.263824462891,142.638900756836,40.5046310424805
165,1,530.779479980469,86.0155258178711,199.263824462891,142.638900756836,40.5046310424805
166,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
167,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
168,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
169,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
170,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
171,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
172,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
173,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
174,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
175,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
176,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
177,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
178,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
179,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
180,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
181,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
182,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
183,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
184,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
185,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
186,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
187,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
188,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
189,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
190,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
191,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
192,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
193,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
194,0,319.153503417969,23.359073638916,160.654937744141,91.999137878418,7.02173471450806
195,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
196,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
197,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
198,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
199,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
200,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
201,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
202,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
203,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
204,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
205,0,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
206,1,512.400451660156,57.4327659606934,167.14582824707,112.276496887207,20.4830074310303
207,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
208,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
209,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
210,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
211,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
212,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
213,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
214,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
215,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
216,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
217,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
218,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
219,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
220,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
221,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
222,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
223,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
224,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
225,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
226,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
227,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
228,1,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
229,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
230,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
231,1,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
232,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
233,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
234,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
235,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
236,0,511.793853759766,59.4021186828613,169.464050292969,114.427299499512,25.1112174987793
237,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
238,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
239,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
240,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
241,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
242,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
243,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
244,0,488.395111083984,52.2235870361328,164.891677856445,108.530654907227,15.663703918457
245,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
246,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
247,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
248,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
249,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
250,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
251,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
252,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
253,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
254,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
255,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
256,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
257,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
258,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
259,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
260,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
261,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
262,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
263,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
264,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
265,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
266,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
267,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
268,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
269,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
270,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
271,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
272,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
273,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
274,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
275,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
276,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
277,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
278,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
279,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
280,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
281,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
282,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
283,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
284,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
285,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
286,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
287,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
288,0,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
289,1,474.407806396484,73.4863433837891,198.110748291016,135.767730712891,23.2514305114746
290,0,479.369812011719,70.8840026855469,195.2236328125,133.055130004883,23.4224510192871
291,0,479.155212402344,83.8314971923828,207.523010253906,145.632354736328,27.1237945556641
292,1,479.155212402344,83.8314971923828,207.523010253906,145.632354736328,27.1237945556641
293,0,479.155212402344,83.8314971923828,207.523010253906,145.632354736328,27.1237945556641
294,1,479.155212402344,83.8314971923828,207.523010253906,145.632354736328,27.1237945556641
295,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
296,0,493.829284667969,89.7806396484375,199.650329589844,144.730224609375,29.0162582397461
297,0,493.829284667969,89.7806396484375,199.650329589844,144.730224609375,29.0162582397461
298,0,493.829284667969,89.7806396484375,199.650329589844,144.730224609375,29.0162582397461
299,0,493.829284667969,89.7806396484375,199.650329589844,144.730224609375,29.0162582397461
300,1,522.149291992188,100.18106842041,205.228973388672,152.63850402832,28.938871383667
301,0,522.149291992188,100.18106842041,205.228973388672,152.63850402832,28.938871383667
302,0,522.149291992188,100.18106842041,205.228973388672,152.63850402832,28.938871383667
303,0,534.106201171875,94.92041015625,203.230346679688,149.108795166016,26.5303020477295
304,1,523.468322753906,69.7619476318359,183.704071044922,126.720252990723,27.6461181640625
305,1,524.626586914062,81.5418701171875,192.55827331543,137.087005615234,25.7421684265137
306,1,524.626586914062,81.5418701171875,192.55827331543,137.087005615234,25.7421684265137
307,1,529.308654785156,37.2476425170898,136.76383972168,87.0127716064453,20.2085704803467
308,1,527.971008300781,79.1364593505859,187.584503173828,133.450302124023,23.9437217712402
309,1,540.871276855469,75.3490447998047,185.370590209961,130.459808349609,24.8711433410645
310,1,547.189514160156,70.7617416381836,181.518753051758,126.178077697754,19.7557334899902
311,1,540.03076171875,80.4415283203125,197.836441040039,139.165878295898,34.3519287109375
312,1,549.928283691406,80.5322723388672,199.10383605957,139.850936889648,33.8092269897461
313,1,541.20849609375,61.1032829284668,174.078674316406,117.655067443848,20.728889465332
314,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
315,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
316,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
317,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
318,0,520.699157714844,100.340522766113,209.214874267578,154.728332519531,35.5362892150879
319,1,520.699157714844,100.340522766113,209.214874267578,154.728332519531,35.5362892150879
320,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
321,1,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
322,0,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
323,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
324,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
325,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
326,1,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
327,1,534.9423828125,81.0764465332031,195.770858764648,138.492767333984,29.8820514678955
328,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
329,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
330,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
331,0,482.563537597656,25.0533771514893,125.978851318359,75.5066299438477,24.0443153381348
332,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
333,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
334,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
335,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
336,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
337,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
338,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
339,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
340,0,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
341,1,535.311889648438,79.8144378662109,191.685150146484,135.78840637207,29.3120307922363
