"lon","lat","infestation_percentage"
108.8654696,34.96526941,0
108.8759112,34.95963801,0
108.8894934,34.86423375,0
108.8885167,34.86136558,0
108.8909423,34.82034372,0
114.9736465,36.78939217,0
78.872845,39.70859779,0
78.872845,39.70859779,0
107.8848332,34.44863902,0
107.8858063,34.43640702,0
107.8864133,34.41195745,0
107.8931021,34.45815762,0
107.8954636,34.46898239,0
107.896532,34.45761975,0
107.8966388,34.47152681,0
107.8966524,34.4594722,0
107.8977199,34.47324138,0
107.9001724,34.49480867,0
107.9006334,34.49760404,0
107.9011988,34.49566194,0
107.902311,34.4911605,0
107.9130634,34.48851156,0
107.9134153,34.44678996,0
107.9180207,34.45093955,0
108.032362,34.301211,0
108.0334447,34.30240581,0
108.0336821,34.3022783,0
108.0339503,34.30242897,0
108.060872,34.260459,0
108.070893,34.25930634,0
108.0711994,34.26173258,0
108.2007516,34.36396236,0
108.2009282,34.34503418,0
108.2053532,34.37259519,0
108.2079756,34.37427958,0
108.2238237,34.38517921,0
108.2360387,34.39039326,0
108.2866216,34.41171866,0
108.4230832,34.43669172,0
108.4233169,34.4370089,0
108.4233302,34.43725628,0
108.4233484,34.43715901,0
108.424546,34.44007597,0
108.4262201,34.43588899,0
108.4279815,34.43347951,0
108.4287103,34.43357595,0
108.4570313,33.28109515,0
108.781484,34.91450711,0
108.7815768,34.91357716,0
108.7925979,34.88036859,0
108.7928153,34.88043054,0
108.7928293,34.88045565,0
108.7928414,34.88051164,0
108.792854,34.8805071,0
108.7989712,34.89154756,0
108.8177112,34.87142498,0
108.8231809,35.02030157,0
108.8327963,34.85800195,0
108.8351904,35.00162147,0
108.8352172,35.00160567,0
108.8464762,34.98925504,0
108.8584655,35.09529882,0
108.8607715,34.95093496,0
108.8621291,34.97601407,0
108.8630649,34.95141258,0
108.8662463,35.01670299,0
108.8667133,35.01813222,0
108.8717262,34.95007758,0
108.8717881,35.10024662,0
108.871885,34.94998896,0
108.8786213,34.85750993,0
108.8786256,34.85746735,0
108.8789595,34.8563895,0
108.881446,35.04335863,0
108.8816565,35.04320613,0
108.8842575,34.83528932,0
108.8842916,34.83498581,0
108.8843888,34.8355091,0
108.8844752,34.83540956,0
108.8868098,34.84044172,0
108.887106,34.84044662,0
108.8883975,35.22738643,0
108.8884728,34.94742084,0
108.8884729,34.94742089,0
108.888474,34.94743244,0
108.8889915,34.83530855,0
108.8918871,34.94954288,0
108.8964254,34.95174766,0
108.9031479,34.92986832,0
108.9076276,34.84954849,0
108.9086154,35.0076988,0
108.9090936,34.85137533,0
108.909359,35.00791311,0
108.9093643,35.00789165,0
108.9106517,34.85060593,0
108.9123537,34.84702843,0
108.9126715,34.84041809,0
108.9127203,34.84041344,0
108.9142447,35.10148267,0
108.9204755,34.80493181,0
108.9267187,35.03223869,0
108.9481254,35.10104595,0
108.9483217,35.10116167,0
108.948648,35.1074928,0
108.9487284,35.10739088,0
108.9487392,35.10737479,0
108.9487821,35.10732651,0
108.9487821,35.10733724,0
108.9487982,35.10730576,0
108.9488786,35.10709047,0
108.9489395,35.10729275,0
108.957247,35.08472731,0
108.9581857,34.95868871,0
108.9590405,34.94821602,0
108.9595257,34.37913718,0
108.960123,35.086282,0
108.96013,35.086287,0
108.960133,35.086289,0
108.96778,35.08508333,0
108.967858,35.08511782,0
108.9678741,35.08515537,0
108.9679009,35.08518219,0
108.9679725,35.08526106,0
108.9680039,34.7663706,0
108.9680633,34.75707633,0
108.968603,35.086616,0
108.969163,34.719619,0
108.9703973,35.05443858,0
108.9718643,34.74866517,0
108.973615,34.75779667,0
108.9740891,34.73384409,0
108.9741383,34.76985,0
108.974423,34.72954367,0
108.9745278,34.72958918,0
108.9785066,34.77095431,0
108.981328,34.77057749,0
108.9830833,34.76157667,0
108.9833383,34.76668242,0
108.9843548,34.7170831,0
108.9843686,34.71707143,0
108.984375,38.27268854,0
108.9849679,34.72229257,0
108.9880439,34.72274295,0
108.9900974,34.7326424,0
108.9921973,34.73678434,0
108.9924538,35.09429634,0
108.9925161,35.09418866,0
108.9927686,35.09898081,0
108.992866,34.76131469,0
108.9928962,34.7409188,0
108.994028,34.7326319,0
108.994304,34.757364,0
108.9965179,34.74159291,0
108.9966212,34.74215876,0
108.9966409,34.75413613,0
108.997933,34.73265403,0
108.9979969,34.74030422,0
108.9988762,34.7426202,0
108.9992983,34.743365,0
108.9993305,34.74056774,0
108.9996129,34.74375271,0
108.9996213,34.75261889,0
109.0003979,34.74815733,0
109.0005532,34.74304277,0
109.0012097,34.74123601,0
109.0021753,34.74338794,0
